t,OPT,RG,NaiveRB,NaiveBH
138,11896.196506941777,6013.411352195596,8685.866465416106,8793.976867039322
139,11971.32422834971,6005.273765369866,8707.686735342075,8816.193253487096
140,12197.064136183133,5976.719746136885,8769.919981340854,8879.584592323441
141,12076.600323228218,5993.215160666747,8737.854498130751,8847.326615426835
142,12085.830843400032,6055.549686837006,8785.982486436023,8896.214535830844
143,11784.290378155387,6021.376072893042,8650.26662180713,8759.118861264908
144,11755.256999513327,6128.091501827226,8714.912671633501,8824.9032774876
145,11849.811077720133,6259.109281971392,8842.226046109916,8954.038197458367
146,11800.01957294581,6012.63593204773,8650.800121442126,8760.78757852134
147,11707.302134242178,6397.5274323248195,8893.599232596069,9007.790467542007
148,11677.433881759629,7026.169022932052,9318.797753941755,9440.029761532114
149,12288.700290232835,7254.757350265936,9713.726832101074,9840.424050173078
150,12575.424185163274,7752.742415491794,10160.233253410635,10293.532156812427
151,12758.492519446743,7609.015868197894,10138.96181543564,10272.604613335652
152,12957.601649779637,7914.644566604882,10421.578115642982,10559.394028126437
153,13072.750808816554,8025.691210094993,10540.966707309426,10680.459423587406
154,13373.028743727242,8941.897206856154,11263.296247114313,11414.010940814913
155,13547.47847767991,8605.464691810965,11123.085808521744,11272.992941526163
156,13707.216417968586,8869.10368216785,11358.941414616223,11512.406821027014
157,13677.409244715604,8641.675261808434,11200.117696577776,11351.937316433065
158,13544.82105311521,8771.108485278082,11229.559873017808,11382.28832147171
159,13800.868742237335,8961.364191209717,11457.475687928609,11613.360668888881
160,13859.06644687563,8708.481550606939,11318.808861112762,11473.503004498249
161,13947.085230381539,8605.198486952731,11286.988656274709,11441.630272878176
162,14156.59090281078,8782.88397420473,11488.260429369087,11645.775078188235
163,14522.315835130237,9478.913923471251,12091.594389139935,12258.459730122508
